CAMG,CLIME CAPITAL LIMITED ,0.980
CVCG,CVC LIMITED ,100.500
IANG,IAG FINANCE (NEW ZEALAND) LIMITED ,102.660
KBLGA,KBL MINING LIMITED,0.100
NFNG,NUFARM FINANCE (NZ) LIMITED ,86.800
NSCG,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,100.500
RSGG,RESOLUTE MINING LIMITED ,1.000
8COO,8COMMON LIMITED ,0.020
A3DO,AURORA LABS LIMITED ,0.170
ACWOB,ACTINOGEN MEDICAL LIMITED ,0.013
ADNOB,ANDROMEDA METALS LIMITED,0.003
AEBO,ALGAE.TEC LIMITED ,0.004
AGEO,ALLIGATOR ENERGY LIMITED,0.003
AKMOA,ASPIRE MINING LIMITED ,0.010
AMDOA,ARROW MINERALS LTD,0.003
ANPOB,ANTISENSE THERAPEUTICS LIMITED,0.006
AO1O,ASSETOWL LIMITED,0.001
AO1OA,ASSETOWL LIMITED,0.001
AOWOA,AMERICAN PATRIOT OIL & GAS LIMITED,0.001
AOWOB,AMERICAN PATRIOT OIL & GAS LIMITED,0.005
APCOA,AUSTRALIAN POTASH LIMITED ,0.010
APLO,ANTIPODES GLOBAL INVESTMENT COMPANY LTD ,0.075
AQIO,ALICANTO MINERALS LIMITED ,0.015
ARCO,AUSTRALIAN RURAL CAPITAL LIMITED,0.240
ARDO,ARGENT MINERALS LIMITED ,0.004
ASNOB,ANSON RESOURCES LIMITED ,0.028
ATUO,ATRUM COAL LIMITED,0.015
AU1O,THE AGENCY GROUP AUSTRALIA LTD,0.002
AVLO,AUSTRALIAN VANADIUM LIMITED ,0.021
AVQO,AXIOM MINING LIMITED,0.011
AVZO,AVZ MINERALS LIMITED,0.085
BASOA,BASS OIL LIMITED,0.001
BCBO,BOWEN COKING COAL LIMITED ,0.001
BCNOB,BEACON MINERALS LIMITED ,0.005
BGTO,BIO-GENE TECHNOLOGY LTD ,0.035
BHDO,BENJAMIN HORNIGOLD LIMITED,0.046
BIDO,BIDENERGY LIMITED ,0.009
BITOA,BIOTRON LIMITED ,0.003
BITOB,BIOTRON LIMITED ,0.004
BKTOD,BLACK ROCK MINING LIMITED ,0.012
BLKOA,BLACKHAM RESOURCES LIMITED,0.018
BLYO,BOART LONGYEAR LIMITED,0.004
BMGOA,BMG RESOURCES LIMITED ,0.007
BPLO,BROKEN HILL PROSPECTING LIMITED ,0.052
BPPOA,BABYLON PUMP & POWER LIMITED,0.002
BRKO,BROOKSIDE ENERGY LIMITED,0.002
BSMOB,BASS METALS LTD ,0.007
BSROB,BASSARI RESOURCES LIMITED ,0.005
BYHO,BRYAH RESOURCES LIMITED ,0.017
CA8O,COASSETS LIMITED. ,0.011
CADO,CAENEUS MINERALS LTD,0.001
CAIO,CALIDUS RESOURCES LIMITED ,0.012
CAZO,CAZALY RESOURCES LIMITED,0.005
CDVOA,CARDINAL RESOURCES LIMITED,0.280
CDXO,CARDIEX LIMITED ,0.008
CHKO,COHIBA MINERALS LIMITED ,0.004
CLAO,CELSIUS RESOURCES LIMITED.,0.140
CLYO,CLANCY EXPLORATION LIMITED,0.001
COBO,COBALT BLUE HOLDINGS LIMITED,0.740
CTLO,CENTENNIAL MINING LIMITED ,0.002
CTMOB,CENTAURUS METALS LIMITED,0.006
DDDO,3D RESOURCES LIMITED,0.002
DEGO,DE GREY MINING LIMITED,0.091
DMIOA,DEMPSEY MINERALS LIMITED,0.080
DTMOA,DART MINING NL,0.001
DTMOB,DART MINING NL,-
DYLO,DEEP YELLOW LIMITED ,0.090
E2EO,EON NRG LIMITED ,0.002
EAIO,ELLERSTON ASIAN INVESTMENTS LIMITED ,0.075
EDEO,EDEN INNOVATIONS LTD,0.030
ELSO,ELSIGHT LIMITED ,0.068
EM1O,EMERGE GAMING LIMITED ,0.003
EMPOC,EMPEROR ENERGY LIMITED,0.001
EN1O,ENGAGE:BDR LIMITED,0.026
ESHO,ESPORTS MOGUL ASIA PACIFIC LIMITED,0.005
ESIOC,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED,0.002
FAUO,FIRST AU LIMITED,0.007
FGROC,FIRST GRAPHENE LIMITED,0.075
FPLOA,FREMONT PETROLEUM CORPORATION LIMITED ,0.001
GBZOA,GBM RESOURCES LIMITED ,0.004
GGGOB,GREENLAND MINERALS LIMITED,0.006
GMCO,GULF MANGANESE CORPORATION LIMITED,0.005
GMRO,GOLDEN RIM RESOURCES LTD,0.005
GPPO,GREENPOWER ENERGY LIMITED ,0.001
GPPOA,GREENPOWER ENERGY LIMITED ,0.001
HAVOC,HAVILAH RESOURCES LIMITED ,0.050
HDYOC,HARDEY RESOURCES LIMITED,0.001
HE8OA,HELIOS ENERGY LTD ,0.035
HEGOC,HILL END GOLD LIMITED ,0.026
HIPOA,HIPO RESOURCES LIMITED,0.011
HMLO,HENRY MORGAN LIMITED,0.820
HZRO,HAZER GROUP LIMITED ,0.035
ICIO,ICANDY INTERACTIVE LIMITED,0.045
ICTOB,ICOLLEGE LIMITED,0.013
IHLOA,IMPRESSION HEALTHCARE LIMITED ,0.001
IHLOB,IMPRESSION HEALTHCARE LIMITED ,0.004
IMCOB,IMMURON LIMITED ,0.081
IMUOA,IMUGENE LIMITED ,0.016
INFOA,INFINITY LITHIUM CORPORATION LIMITED,-
IOTO,IOT GROUP LIMITED ,0.001
IPTOA,IMPACT MINERALS LIMITED ,0.002
IRCOA,INTERMIN RESOURCES LIMITED,0.019
IVROA,INVESTIGATOR RESOURCES LTD,0.004
JKAOC,JACKA RESOURCES LIMITED ,0.001
K2FOA,K2FLY LIMITED ,0.170
KBLO,KBL MINING LIMITED,0.001
KTAOB,KRAKATOA RESOURCES LIMITED,0.006
KZAO,KAZIA THERAPEUTICS LIMITED,0.012
LHBO,LIONHUB GROUP LIMITED ,0.012
LHMO,LAND & HOMES GROUP LIMITED,0.012
LINO,LINDIAN RESOURCES LIMITED ,0.001
LKEO,LAKE RESOURCES N.L. ,0.012
LKEOA,LAKE RESOURCES N.L. ,0.008
LNUOA,LINIUS TECHNOLOGIES LIMITED ,0.017
LPIOA,LITHIUM POWER INTERNATIONAL LIMITED ,0.045
LRSOB,LATIN RESOURCES LIMITED ,0.001
LSROA,LODESTAR MINERALS LIMITED ,0.009
LSXOA,LION SELECTION GROUP LIMITED. ,0.022
MAGO,MAGMATIC RESOURCES LIMITED,0.008
MECO,MORPHIC ETHICAL EQUITIES FUND LIMITED ,0.001
MEDOB,MERLIN DIAMONDS LIMITED ,0.003
MGTOC,MAGNETITE MINES LIMITED.,0.002
MKGO,MAKO GOLD LIMITED ,0.037
MLMOA,METALLICA MINERALS LIMITED,0.001
MLSO,METALS AUSTRALIA LTD,0.003
