14D,1414 DEGREES LIMITED,0.095
1AD,ADALTA LIMITED,0.125
1AG,ALTERRA LIMITED ,0.046
1AGNA,ALTERRA LIMITED ,-
1ST,1ST GROUP LIMITED ,0.021
2BE,TUBI LIMITED,0.049
360,LIFE360 INC.,6.680
3DA,AMAERO INTERNATIONAL LTD,0.575
3DP,POINTERRA LIMITED ,0.490
3MF,3D METALFORGE LIMITED ,0.160
3PL,3P LEARNING LIMITED.. ,1.310
4DS,4DS MEMORY LIMITED,0.145
4DX,4DMEDICAL LIMITED ,1.225
5GG,PENTANET LIMITED,0.675
5GN,5G NETWORKS LIMITED ,0.850
88E,88 ENERGY LIMITED ,0.026
8CO,8COMMON LIMITED ,0.135
8EC,8IP EMERGING COMPANIES LIMITED,-
8IH,8I HOLDINGS LTD ,0.300
8VI,8VI HOLDINGS LIMITED,5.890
92E,92 ENERGY LIMITED ,0.295
99L,99 LOYALTY LIMITED. ,0.062
9SP,9 SPOKES INTERNATIONAL LIMITED,0.016
A1G,AFRICAN GOLD LTD. ,0.245
A1M,AIC MINES LIMITED ,0.270
A2B,A2B AUSTRALIA LIMITED ,1.260
A2M,THE A2 MILK COMPANY LIMITED ,6.000
A3D,AURORA LABS LIMITED ,0.074
A4N,ALPHA HPA LIMITED ,0.555
A8G,AUSTRALASIAN GOLD LIMITED ,0.145
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,1.370
AAJ,ARUMA RESOURCES LIMITED ,0.063
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.022
AAR,ANGLO AUSTRALIAN RESOURCES NL ,0.085
AAU,ANTILLES GOLD LIMITED ,0.075
ABA,AUSWIDE BANK LTD,6.490
ABB,AUSSIE BROADBAND LIMITED,2.950
ABC,ADBRI LIMITED ,3.470
ABL,ABILENE OIL AND GAS LIMITED ,0.001
ABR,AMERICAN PACIFIC BORATES LIMITED,1.140
ABV,ADVANCED BRAKING TECHNOLOGY LTD ,0.035
ABX,AUSTRALIAN BAUXITE LIMITED. ,0.098
ABY,ADORE BEAUTY GROUP LIMITED,4.280
AC8,AUSCANN GROUP HOLDINGS LTD,0.099
ACB,A-CAP ENERGY LIMITED,0.063
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,0.375
ACL,AUSTRALIAN CLINICAL LABS LIMITED,3.400
ACP,AUDALIA RESOURCES LIMITED ,0.025
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED ,1.480
ACR,ACRUX LIMITED ,0.130
ACS,ACCENT RESOURCES NL ,0.050
ACU,ACUMENTIS GROUP LIMITED ,0.115
ACW,ACTINOGEN MEDICAL LIMITED ,0.130
AD1,AD1 HOLDINGS LIMITED,0.037
AD8,AUDINATE GROUP LIMITED,8.130
ADA,ADACEL TECHNOLOGIES LIMITED ,0.920
ADD,ADAVALE RESOURCES LIMITED ,0.092
ADH,ADAIRS LIMITED,4.250
ADN,ANDROMEDA METALS LIMITED,0.150
ADO,ANTEOTECH LTD ,0.255
ADR,ADHERIUM LIMITED,0.017
ADS,ADSLOT LTD. ,0.028
ADT,ADRIATIC METALS PLC ,2.380
ADV,ARDIDEN LTD ,0.008
ADX,ADX ENERGY LTD,0.006
ADY,ADMIRALTY RESOURCES NL. ,0.017
AEE,AURA ENERGY LIMITED ,-
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED ,8.440
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,1.100
AEI,AERIS ENVIRONMENTAL LTD ,0.150
AER,AEERIS LTD,0.125
AEV,AVENIRA LIMITED ,0.007
AFA,ASF GROUP LIMITED ,0.048
AFG,AUSTRALIAN FINANCE GROUP LTD,2.850
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,7.820
